Entry ID,Mix ID,First Author,Year,paper_id,Country / Region,Clay_pct,Silt_pct,Sand_pct,Gravel_pct,Soil Classification,Liquid_Limit_pct,Plastic_Limit_pct,Plasticity_Index_pct,Linear Shrinkage (%),Soil_SiO2_pct,Soil_Al2O3_pct,Soil_Fe2O3_pct,Soil_CaO_pct,Soil_MgO_pct,Soil_K2O_pct,Soil_Na2O_pct,Primary Precursor Type,Precursor_Family,Precursor_Content_pct,Secondary Precursor Type,Secondary Precursor Content (%),Precursor_SiO2_Al2O3_ratio,Precursor_CaO_pct,Activator Nature,Activator_Simple,Activator Type,NaOH_Concentration_molL,Silica_Modulus_SiO2_Na2O,Liquid_Binder_Ratio,Activator_Precursor_Ratio,Conv. Stabilizer Type,Conv. Stabilizer Content (%),Water Content at Comp. (%),Compaction Pressure (MPa),Dry Density (kg/m³),Curing Age at Test (d),Curing Condition,Test Standard,UCS_Dry_MPa,UCS_7d_MPa,UCS_28d_MPa,UCS_OtherAge_MPa,UCS_best_available_MPa,UCS_age_source,Water_Absorption_24h_pct
118,GGBS-PF-0.25,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,GGBS,Slag (GGBS/GGBFS),10.0,,,1.97,48.14,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,None (full replacement),0.0,,16.0,1750.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",6.7,5.8,5.98,,6.7,UCS – Dry (MPa),8.7
119,GGBS-RH-0.5,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,GGBS,Slag (GGBS/GGBFS),10.0,,,1.97,48.14,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,None (full replacement),0.0,,16.0,1960.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",,5.89,9.06,,9.06,UCS – 28d (MPa),7.5
120,FA80-PF-0.15,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,Fly Ash (FA),Fly Ash,8.0,,,2.01,2.04,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,Cement,2.0,,16.0,1780.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",11.0,8.0,9.0,,11.0,UCS – Dry (MPa),8.8
121,FA80-PF-0.25,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,Fly Ash (FA),Fly Ash,8.0,,,2.01,2.04,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,Cement,2.0,,16.0,1650.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",8.3,5.7,7.3,,8.3,UCS – Dry (MPa),9.7
122,FA80-PF-0.5,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,Fly Ash (FA),Fly Ash,8.0,,,2.01,2.04,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,Cement,2.0,,16.0,1500.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",5.7,5.0,5.2,,5.7,UCS – Dry (MPa),10.7
123,FA80-RH-0.25,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,Fly Ash (FA),Fly Ash,8.0,,,2.01,2.04,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,Cement,2.0,,16.0,1965.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",,7.25,12.09,,12.09,UCS – 28d (MPa),5.39
124,FA80-RH-0.5,Hany,2021.0,Hany_2021.0,"Egypt (New Cairo soil; bricks manufactured in Abu Rawash, Cairo)",5.59,12.11,77.09,5.22,N/A (described only as sandy soil; no USCS/AASHTO class given),,,0.0,,,,,,,,,Fly Ash (FA),Fly Ash,8.0,,,2.01,2.04,Alkaline,Alkaline,"NaOH + Na2SiO3 (combined, ratio 1:2)",14.0,44.03,,0.25,Cement,2.0,,16.0,1960.0,,"Covered with plastic sheets 48 h, then wet burlap + plastic sheet until test age (28 d, except as-received UCS also at 7 d)","ECRE (Egyptian Code for Rammed Earth); ASTM C1314 (masonry prism); ASTM C270 / C109 (mortar); ISO 22007-2 (thermal, hot-disk)",,5.15,9.24,,9.24,UCS – 28d (MPa),7.0
125,Treatment 1,Villapa,,Villapa_unknown,Philippines,,,,,Silty clay,,,,,,,,,,,,Coconut Husk Ash,Other,4.0,Rice Husk Ash,4.0,,,Sea water,Sea water,Sea water,,,0.25,0.25,,0.0,,,,7.0,Air-dried,ASTM C129,,10.23,20.07,14.0,20.07,UCS – 28d (MPa),
126,Treatment 2,Villapa,,Villapa_unknown,Philippines,,,,,Silty clay,,,,,,,,,,,,Coconut Husk Ash,Other,8.0,Rice Husk Ash,8.0,,,Sea water,Sea water,Sea water,,,0.25,0.25,,0.0,,,,7.0,Air-dried,ASTM C129,,8.13,8.6,14.0,8.6,UCS – 28d (MPa),
127,Treatment 3,Villapa,,Villapa_unknown,Philippines,,,,,Silty clay,,,,,,,,,,,,Coconut Husk Ash,Other,12.0,Rice Husk Ash,12.0,,,Sea water,Sea water,Sea water,,,0.25,0.25,,0.0,,,,7.0,Air-dried,ASTM C129,,5.53,7.07,14.0,7.07,UCS – 28d (MPa),
128,LAGP,Mimboe,2020.0,Mimboe_2020.0,"Cameroon (Mekak locality, near Yaoundé)",33.3,64.9,1.8,,,56.28,35.32,20.96,,52.3,21.68,10.68,0.08,0.12,0.31,,"Calcined laterite (CLA, 700 °C/4h)",Other,0.0,,,4.09,0.08,Acidic,Acidic,"Phosphoric acid solution (H₃PO₄, diluted to 58 wt%)",,,0.74,,,,7.4,15.0,2128.0,9.0,Sealed (plastic bag) 7d @ 25±3°C + oven 48h @ 65°C; +24h water immersion @25±3°C for wet test,ASTM D4318 (Atterberg); ASTM D422 (grain size); ASTM C642-06 (water absorption/density),18.0,,,,18.0,UCS – Dry (MPa),9.83
129,LA5,Mimboe,2020.0,Mimboe_2020.0,"Cameroon (Mekak locality, near Yaoundé)",33.3,64.9,1.8,,,56.28,35.32,20.96,,52.3,21.68,10.68,0.08,0.12,0.31,,"Calcined laterite (CLA, 700 °C/4h)",Other,5.0,,,4.09,0.08,Acidic,Acidic,"Phosphoric acid solution (H₃PO₄, diluted to 58 wt%)",,,1.19,0.8,,,10.7,15.0,1980.0,9.0,Sealed (plastic bag) 7d @ 25±3°C + oven 48h @ 65°C; +24h water immersion @25±3°C for wet test,ASTM D4318 (Atterberg); ASTM D422 (grain size); ASTM C642-06 (water absorption/density),17.0,,,,17.0,UCS – Dry (MPa),14.18
130,LA10,Mimboe,2020.0,Mimboe_2020.0,"Cameroon (Mekak locality, near Yaoundé)",33.3,64.9,1.8,,,56.28,35.32,20.96,,52.3,21.68,10.68,0.08,0.12,0.31,,"Calcined laterite (CLA, 700 °C/4h)",Other,10.0,,,4.09,0.08,Acidic,Acidic,"Phosphoric acid solution (H₃PO₄, diluted to 58 wt%)",,,0.51,0.8,,,9.1,15.0,1957.0,9.0,Sealed (plastic bag) 7d @ 25±3°C + oven 48h @ 65°C; +24h water immersion @25±3°C for wet test,ASTM D4318 (Atterberg); ASTM D422 (grain size); ASTM C642-06 (water absorption/density),28.5,,,,28.5,UCS – Dry (MPa),12.32
131,LA15,Mimboe,2020.0,Mimboe_2020.0,"Cameroon (Mekak locality, near Yaoundé)",33.3,64.9,1.8,,,56.28,35.32,20.96,,52.3,21.68,10.68,0.08,0.12,0.31,,"Calcined laterite (CLA, 700 °C/4h)",Other,15.0,,,4.09,0.08,Acidic,Acidic,"Phosphoric acid solution (H₃PO₄, diluted to 58 wt%)",,,0.27,0.8,,,7.4,15.0,1918.0,9.0,Sealed (plastic bag) 7d @ 25±3°C + oven 48h @ 65°C; +24h water immersion @25±3°C for wet test,ASTM D4318 (Atterberg); ASTM D422 (grain size); ASTM C642-06 (water absorption/density),32.0,,,,32.0,UCS – Dry (MPa),11.4
132,LA20,Mimboe,2020.0,Mimboe_2020.0,"Cameroon (Mekak locality, near Yaoundé)",33.3,64.9,1.8,,,56.28,35.32,20.96,,52.3,21.68,10.68,0.08,0.12,0.31,,"Calcined laterite (CLA, 700 °C/4h)",Other,20.0,,,4.09,0.08,Acidic,Acidic,"Phosphoric acid solution (H₃PO₄, diluted to 58 wt%)",,,0.16,0.8,,,5.6,15.0,1857.0,9.0,Sealed (plastic bag) 7d @ 25±3°C + oven 48h @ 65°C; +24h water immersion @25±3°C for wet test,ASTM D4318 (Atterberg); ASTM D422 (grain size); ASTM C642-06 (water absorption/density),38.3,,,,38.3,UCS – Dry (MPa),9.36
133,RE-CDW-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1900.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,3.06,3.5,3.06,UCS – 28d (MPa),12.7
134,RE-MS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1905.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,2.7,3.2,2.7,UCS – 28d (MPa),12.0
135,RE-PGBS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1915.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,4.05,4.1,4.05,UCS – 28d (MPa),11.0
136,RE-CDW-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1890.0,3.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,6.9,31.0,UCS – 28d (MPa),12.3
137,RE-MS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1900.0,3.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,6.0,31.0,UCS – 28d (MPa),11.4
138,RE-PGBS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1915.0,3.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,14.2,31.0,UCS – 28d (MPa),10.7
139,CEB-CDW-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1940.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,6.7,9.1,6.7,UCS – 28d (MPa),13.9
140,CEB-MS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1950.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,7.8,9.3,7.8,UCS – 28d (MPa),12.1
141,CEB-PGBS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,1880.0,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,8.9,11.6,8.9,UCS – 28d (MPa),14.2
142,CEB-CDW-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1955.0,31.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,19.1,31.0,UCS – 28d (MPa),12.3
143,CEB-MS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1985.0,31.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,24.0,31.0,UCS – 28d (MPa),10.9
144,CEB-PGBS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,1945.0,31.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,31.0,27.9,31.0,UCS – 28d (MPa),11.1
145,MP-CDW-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,4.76,,4.76,UCS – 28d (MPa),
146,MP-MS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,5.62,,5.62,UCS – 28d (MPa),
147,MP-PGBS-CL,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,,,,,,1.46,,,None/NA,,,,,,Portland Cement (Grade 53) + Hydrated Lime,7.0,10.0,,,28.0,"Moist-cured under damp burlap, 28 days",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,6.92,,6.92,UCS – 28d (MPa),
148,MP-CDW-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,,28.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,8.15,,8.15,UCS – 28d (MPa),
149,MP-MS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,,28.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,8.61,,8.61,UCS – 28d (MPa),
150,MP-PGBS-AA,Narayanaswamy,2020.0,Narayanaswamy_2020.0,"India (Bengaluru, Karnataka) – materials & specimens; long-term (Series 2) retesting at Univ. of Bath, UK",25.0,17.0,55.0,3.0,,34.4,20.2,14.2,,,,,,,,,"Fly Ash (FA, from Raichur Thermal Power Plant)",Fly Ash,15.0,,,1.46,,Alkaline,Alkaline,NaOH,12.0,,0.67,0.67,,,10.0,,,28.0,"Heat-cured at 80 °C for 3 days (72 h), then air-dried in laboratory (≥28 days before initial test)",N/A (no specific compression-test code cited; BS EN 1996:2005 used only for fk prediction; BS EN 772-1:2011 shape factor for normalisation),,,11.5,,11.5,UCS – 28d (MPa),
151,SFA10,Silva,2015.0,Silva_2015.0,Portugal (Guimarães),4.0,,,,"GRS, non-plastic",28.0,,,,,,,,,,,Fly Ash (Class F),Fly Ash,10.0,,,4.3,2.9,Alkaline,Alkaline,"NaOH + Na₂SiO₃ (combined, 2:1 vol.)",12.5,2.0,0.134,1.34,,,,2.0,1810.0,180.0,"Ambient/air, 20±2 °C",EN 772-1; EN 772-6; ASTM C1314-03b; EN 1052-3,8.8,,,,8.8,UCS – Dry (MPa),5.5
